variable,exp_cons_total_mean,exp_cons_total_std,exp_cons_total_median,exp_cons_total_max,exp_cons_l1_mean,exp_cons_l1_std,exp_cons_l2_mean,exp_cons_l3_mean,exp_cons_l4_mean,exp_index_delta_mean,exp_months_number_mean,exp_counter_coefficient_max,exp_prop_gaz,exp_rate_statue_nonzero,exp_rate_zero_consumption,exp_rate_above_level_1,exp_rate_rr_6,exp_rate_rr_7,exp_rate_rr_8,exp_rate_rr_9,exp_rate_logical_duplicate,exp_rate_counter_statue_invalid,exp_rate_reading_remarque_invalid,exp_rate_months_number_invalid,exp_rate_index_regression,exp_cons_total_cv,exp_n_counters,exp_n_tarif_types,exp_n_counter_codes,exp_n_invoices,exp_span_years,exp_n_counter_types,exp_median_gap_days,exp_max_gap_days,exp_invoices_per_year,exp_creation_year,exp_client_age_years,exp_days_creation_to_first_invoice,exp_last_invoice_year
exp_months_number_mean,0.108046867265031,0.13342844539433366,0.06643665962381648,0.14991558365834773,0.16957295943444467,0.24571956773208503,-0.005988656181695371,-0.03565595670317955,-0.06690306709050202,0.10542734974706386,1.0,-0.015747573216388838,-0.047233199236407716,-0.09819710297988399,-0.0223482758709344,-0.01822046960674563,-0.06892351149306172,-0.002785608153158603,0.12445783005862546,0.023801911311608415,-0.02292060109576957,-0.002801563378526982,-0.004476775585623834,0.23667470429703152,-0.002160372876055812,0.04598642468110622,-0.05095729068890113,-0.04888634079684849,-0.05448673596516322,-0.014775121046312735,0.16686007496014338,-0.04604082570014666,0.3885347734018014,0.3803795581521172,-0.4076551797734711,-0.09056182064763149,0.18607579745955247,0.17947993062117315,0.09372198453863938
exp_counter_coefficient_max,0.020892062950524152,0.022530604193027305,0.019781398006886986,0.02073926391602227,0.007154396266095698,0.005818639676646185,0.015337998531460693,0.00959456587977274,0.019742463895966938,0.0061687986393470645,-0.015747573216388838,1.0,-0.006076784812281997,0.0011965572711012155,-0.006091665069533188,0.013870764775942072,0.0012141572190088059,-0.0011658660781982872,-0.01204502528724579,0.0010219261488567126,0.00046535947648285565,0.2830487779888003,0.3100856895115054,0.004441487513055784,0.04036738673187699,0.003020986605870373,-0.004836245413583494,-0.00659357107867017,-0.0067631306937029866,0.0031091112907024247,-0.004132479622108478,-0.006474414583146989,-0.013197689237963498,-0.007845264384467072,0.013871962464009544,-0.0057899634176220745,-0.0012190311278007446,0.003993137808058662,-0.014074698463170925
exp_prop_gaz,-0.0945065062820753,0.14261129363900685,-0.20023967266172282,0.17758501047173114,-0.08571774879255549,0.21303412761237667,0.046485009866379864,0.08200227181582147,0.029137509743002957,-0.09970388528795764,-0.047233199236407716,-0.006076784812281997,1.0,0.17075967345136306,0.1792812080157115,0.00941996102894698,-0.003541055102995112,-0.04261770646062894,0.20053567666416436,-0.00935475446967194,-0.02100447086239856,0.002793135026963714,0.0026086704266983177,-0.012806904982025254,0.02502043951239673,0.38422524390445306,0.7491941794020903,0.8498001514950692,0.8349359559621364,0.5208536231884875,0.2035405690505918,0.925917450391548,0.0029703733313163495,0.13156357996961637,0.6201555680358273,-0.036248334259192,0.12482560822610866,0.0011734721398611121,0.16059538469849693
exp_rate_statue_nonzero,-0.004880473267595579,0.09479974028921082,-0.046869925488623565,0.10592908357717234,-0.02208825826588475,0.09677969120440248,0.08281194876559031,0.05819442968348021,0.04384284122289176,-0.001429708502368815,-0.09819710297988399,0.0011965572711012155,0.17075967345136306,1.0,0.19580446436230112,0.06455932413262394,-0.05918524934034627,-0.021013391680016535,0.06793750798094078,0.06957195556544865,0.11255510668175914,0.013335114079573185,0.01222366943800545,0.0019442394131615876,-0.00045162330092126334,0.15598819036035458,0.36802765358964373,0.2337458987934249,0.24236828611176722,0.1688890392409007,0.06677050358934952,0.22231181233325123,-0.04962833329373001,0.08475272219807951,0.0945707712762464,0.04160074051743606,-0.013769542953687056,-0.22458024247985847,0.03478589373105206
exp_rate_zero_consumption,-0.36849382294373484,-0.05600610873075772,-0.494053621088907,-0.11160527542905739,-0.40986168706967835,-0.02279933533222027,-0.11051076570983676,-0.04954599160674779,-0.021089850318907564,-0.36281929917702743,-0.0223482758709344,-0.006091665069533188,0.1792812080157115,0.19580446436230112,1.0,-0.141126097181947,0.20321831842266116,-0.015974469806600857,-0.02804828040455386,-0.15388401209015934,0.10180284260234918,0.0017188747804755774,0.00032970191223119104,0.08346248630643939,-0.010805004247738325,0.6317680997474473,0.2800990798383902,0.25415090793278666,0.2344511179774101,0.07667820700961091,-0.009207784606973243,0.20316266112897974,-0.026858592824817992,0.07405592340569972,0.12918948371152614,0.040092423685434544,-0.027696585342539708,-0.07787748360709151,-0.018016789469636155
exp_rate_above_level_1,0.6857198560294376,0.6785335446580741,0.552129908685275,0.6867609405905808,0.5210672304432244,0.47115511164256274,0.9783394441975696,0.6429802119339043,0.4680145872680115,0.6447353975949949,-0.01822046960674563,0.013870764775942072,0.00941996102894698,0.06455932413262394,-0.141126097181947,1.0,-0.2398857999991898,-0.03799251615879156,0.10753101349311667,0.2604707071523244,0.029867759962961735,0.004979934654305149,0.00414859604599402,-0.0044533850325285725,0.13287739534224913,-0.039106745610833486,0.08080425637229298,0.02677386647071061,0.0653132354304109,0.17617865657613696,0.17995229222593453,0.02998055063287523,-0.04128235824929453,0.11342462917851631,-0.04299911861872548,-0.03312020231440894,0.14129247144512425,0.033578412172972034,0.14747227890651882
exp_rate_rr_6,-0.2723492297382596,-0.2622281462044092,-0.25165122694749004,-0.23154997830913784,-0.263624509425166,-0.2102755250575894,-0.22871308002187435,-0.3017062513228484,-0.22528855194614927,-0.27334833599982933,-0.06892351149306172,0.0012141572190088059,-0.003541055102995112,-0.05918524934034627,0.20321831842266116,-0.2398857999991898,1.0,0.007989492155275422,-0.14656570649649142,-0.857800625946601,-0.010296316034469883,-0.0028767783016375075,-0.004345607422492065,0.019543636920498698,-0.003403988696565485,0.019676073082198226,0.02872183877453965,0.03961095316288565,0.023342141692553657,0.0682362143992507,0.11710021760117456,0.005533373578311574,-0.06704157520100881,-0.000499293653928978,0.06341990717148162,-0.5742031805065391,0.3315405164486937,0.39299488935542454,-0.4287269060127182
exp_rate_rr_7,-0.022002044207097764,-0.034953591745469074,-0.010223735127804678,-0.05393949434677142,-0.020553223592971646,-0.030623907740119843,-0.04217195602123398,-0.036939859476122786,-0.023421409675170774,-0.0200428663952206,-0.002785608153158603,-0.0011658660781982872,-0.04261770646062894,-0.021013391680016535,-0.015974469806600857,-0.03799251615879156,0.007989492155275422,1.0,-0.0717950792115579,-0.08752615129165868,-0.0026803738691531707,-0.0003959577903321731,-0.0003614570220962099,-0.006068298510162552,-0.006934872495035718,-0.015950816745337233,-0.042678226050876726,-0.036365376129569714,-0.039515300094453275,-0.08287534942875582,-0.08470180756897976,-0.045652851306541606,-0.015526020569379045,-0.06475454247969753,0.03177693687848781,-0.07729397878171335,-0.03271155424854399,0.02887616472135501,-0.12387314725236871
exp_rate_rr_8,0.08966462012750141,0.20140061926174666,0.028092633037192755,0.2718306314725777,0.10595883325937133,0.24312479970254133,0.13718032747003048,0.1052295033300653,0.06337657358957362,0.08239529520487984,0.12445783005862546,-0.01204502528724579,0.20053567666416436,0.06793750798094078,-0.02804828040455386,0.10753101349311667,-0.14656570649649142,-0.0717950792115579,1.0,-0.21290938935112008,0.015297856540404428,-0.002629082235916812,-0.0036861310971896704,0.13678994199021646,0.02759115153490516,0.14379315191993575,0.21204662818129139,0.19168266252386784,0.20183657303665295,0.4036128961682198,0.44993083200438544,0.20851131007889603,0.1377765769121934,0.3959530614074976,-0.13079171587859628,-0.16028160947491346,0.34677294291048305,0.08377782565598578,0.24848288334986005
exp_rate_rr_9,0.2803982107029047,0.23656784980380857,0.2662788123818439,0.2248485599889628,0.2637308846967355,0.17429861379599296,0.24413292253363286,0.30586022608944274,0.22325608653063608,0.2801470325840236,0.023801911311608415,0.0010219261488567126,-0.00935475446967194,0.06957195556544865,-0.15388401209015934,0.2604707071523244,-0.857800625946601,-0.08752615129165868,-0.21290938935112008,1.0,0.016553887402149352,-0.005918257754623015,-0.005182552284712801,-0.08183235481253459,0.008580835392033416,-0.04841058253982088,-0.008303917163569085,-0.02755061082804934,-0.011376299748544476,-0.024965391397240286,-0.08871110744415082,-0.00014037678552903784,-0.03036178662268117,-0.0926893826736364,0.004580709226807587,0.5283829435679577,-0.2976173254272987,-0.3542189188522504,0.42891163766557827
exp_rate_logical_duplicate,0.053704570762308154,0.08972161816519708,0.0029737623020778367,0.0928365731979164,0.0439800119908535,0.09144669989517686,0.04008345878552582,0.037767502229747944,0.04558260929515894,0.05044248749125927,-0.02292060109576957,0.00046535947648285565,-0.02100447086239856,0.11255510668175914,0.10180284260234918,0.029867759962961735,-0.010296316034469883,-0.0026803738691531707,0.015297856540404428,0.016553887402149352,1.0,-0.0008531206208429349,-0.0007787861399066431,0.027369283438566486,0.0413631808399133,0.08137311096447161,0.08288631228274224,0.18468755386321922,0.08979507363949255,0.07119008249833511,0.024724565457173976,0.0015771729181999921,-0.11078558295833459,0.031499917090885114,0.07921374104626025,-0.01773276364530819,0.027935073307469256,0.010774541226691884,0.01136133599485625
exp_rate_counter_statue_invalid,-0.0025488587120650165,0.0009333195735224005,-0.003859928136495188,-0.0011901444110894164,-0.006365079792245454,-0.004507344966363732,0.005127750292018446,-0.0011319373448935546,0.0009877163823015422,0.0024280982735559926,-0.002801563378526982,0.2830487779888003,0.002793135026963714,0.013335114079573185,0.0017188747804755774,0.004979934654305149,-0.0028767783016375075,-0.0003959577903321731,-0.002629082235916812,-0.005918257754623015,-0.0008531206208429349,1.0,0.9128716029358703,0.016520536834626773,-0.0007756096646753116,0.0008709754980439695,0.0047983545795939565,0.004296447578960967,0.004024341389200622,-0.0014983581891645033,-0.0015628145961997073,0.0028565193789502354,-0.0038384330713040152,-0.00034997612751184445,0.0005632851146873893,-0.002222766645334942,0.0008712604053626022,0.0022005215750379244,-0.005093570347729564
exp_rate_reading_remarque_invalid,-0.0028888632505110665,-0.00013893166652636572,-0.0030922356627015655,-0.0022080493459145337,-0.005874861783390818,-0.005167072764761034,0.0038956032337635646,-0.0004772504747702156,0.0015602648674867515,0.003283791308844662,-0.004476775585623834,0.3100856895115054,0.0026086704266983177,0.01222366943800545,0.00032970191223119104,0.00414859604599402,-0.004345607422492065,-0.0003614570220962099,-0.0036861310971896704,-0.005182552284712801,-0.0007787861399066431,0.9128716029358703,1.0,0.014431904631798005,-0.0007080289024428333,-0.0005946674853604815,0.003330246631904261,0.0023884992488354562,0.0033014643338001204,-0.0027835698871649505,-0.002433396835035515,0.001794052672960766,-0.0025245205825902475,-0.0026295001236491195,0.00039435854613137887,-0.0004548420036412984,-0.0010476425511105416,0.000406942261428796,-0.004314980184275691
exp_rate_months_number_invalid,0.057824507763466024,0.1505380422514298,-0.014187050299401625,0.1419596398352692,0.06488307664702146,0.20323991094938812,0.011897749438033445,-0.011421055461029924,-0.00442626200468949,0.05152951659052692,0.23667470429703152,0.004441487513055784,-0.012806904982025254,0.0019442394131615876,0.08346248630643939,-0.0044533850325285725,0.019543636920498698,-0.006068298510162552,0.13678994199021646,-0.08183235481253459,0.027369283438566486,0.016520536834626773,0.014431904631798005,1.0,0.018364172125841155,0.1789292005189655,0.0026815357549004005,-0.00880521859886962,-0.013591495438759395,-0.0473930940602603,0.08806558320396699,-0.02085042078871402,0.23230884832332907,0.413368753272088,-0.2694699950383205,-0.08198406036993997,0.11830770452010818,0.10244894156352122,-0.013770776797498772
exp_rate_index_regression,0.14246140559303339,0.1456598379101535,0.11255191170721285,0.14881538255653745,0.11765309222093856,0.1095100896876751,0.1495823768531169,0.13138220492908934,0.15289784544550858,-0.1267060788722732,-0.002160372876055812,0.04036738673187699,0.02502043951239673,-0.00045162330092126334,-0.010805004247738325,0.13287739534224913,-0.003403988696565485,-0.006934872495035718,0.02759115153490516,0.008580835392033416,0.0413631808399133,-0.0007756096646753116,-0.0007080289024428333,0.018364172125841155,1.0,0.006794356325622789,0.03610752555061808,0.0416659307657014,0.04707781682054268,0.07211967441574223,0.06228544446575288,0.023732327395562417,-0.02570380055208135,0.05030720475973523,0.02008263749135921,-0.06946125004169959,0.08247676568226178,0.06462442418966526,0.012164764893877153
exp_cons_total_cv,-0.2788649442151561,0.2508707986101986,-0.5546746683382985,0.17828135119228325,-0.3604595423716261,0.25330725910709695,0.032952079978794124,0.09521679131238812,0.10853978213018949,-0.27815010081553465,0.04598642468110622,0.003020986605870373,0.38422524390445306,0.15598819036035458,0.6317680997474473,-0.039106745610833486,0.019676073082198226,-0.015950816745337233,0.14379315191993575,-0.04841058253982088,0.08137311096447161,0.0008709754980439695,-0.0005946674853604815,0.1789292005189655,0.006794356325622789,1.0,0.388635693034884,0.4105488452655933,0.3915987220935964,0.14018299828752961,-0.007580989023473202,0.3828166041643814,0.056541722694721526,0.18908170941847446,0.2111652986270399,0.09169087678732431,-0.05166429228028724,-0.09604590953374798,0.02647273364569637
exp_n_counters,-0.04639694913792107,0.19335633009874476,-0.1494134733407083,0.24702731963412106,-0.05470612575455634,0.2484772728118832,0.1200134791348026,0.12381043562586368,0.06950609397820927,-0.051829378523744175,-0.05095729068890113,-0.004836245413583494,0.7491941794020903,0.36802765358964373,0.2800990798383902,0.08080425637229298,0.02872183877453965,-0.042678226050876726,0.21204662818129139,-0.008303917163569085,0.08288631228274224,0.0047983545795939565,0.003330246631904261,0.0026815357549004005,0.03610752555061808,0.388635693034884,1.0,0.8524045487706674,0.8506308989109284,0.5960798550482765,0.3315834206185878,0.8320041639272745,-0.09917503780345041,0.1785750807728403,0.5373369616076745,-0.17047279070724117,0.280415267240853,0.11036599823364493,0.1991703157774457
exp_n_tarif_types,-0.08607749493392693,0.16048595341217228,-0.19076619919833107,0.20845371495572115,-0.08200726557188805,0.23519281868051564,0.06428715556705475,0.08041752824207103,0.027198507885847795,-0.09376923401149309,-0.04888634079684849,-0.00659357107867017,0.8498001514950692,0.2337458987934249,0.25415090793278666,0.02677386647071061,0.03961095316288565,-0.036365376129569714,0.19168266252386784,-0.02755061082804934,0.18468755386321922,0.004296447578960967,0.0023884992488354562,-0.00880521859886962,0.0416659307657014,0.4105488452655933,0.8524045487706674,1.0,0.9389400325363402,0.5971867504871957,0.2734276439738266,0.9332660821770331,-0.11298630805979816,0.1395537218429665,0.654534035574068,-0.134962699287922,0.22764751955790255,0.08656250407666426,0.17320199806067238
exp_n_counter_codes,-0.04867113073024205,0.1900483735074235,-0.15161521242028772,0.23785348413825658,-0.05302743685646545,0.2504052782637666,0.10465957573893273,0.12486516470650719,0.07283682269832406,-0.058377219174537746,-0.05448673596516322,-0.0067631306937029866,0.8349359559621364,0.24236828611176722,0.2344511179774101,0.0653132354304109,0.023342141692553657,-0.039515300094453275,0.20183657303665295,-0.011376299748544476,0.08979507363949255,0.004024341389200622,0.0033014643338001204,-0.013591495438759395,0.04707781682054268,0.3915987220935964,0.8506308989109284,0.9389400325363402,1.0,0.5938734472953351,0.2901336618668496,0.9167395365616934,-0.08846988744687725,0.15219722642295555,0.6130342033831117,-0.13702129763716736,0.23636361642442297,0.08672303854119036,0.18347168290878152
exp_n_invoices,0.0685626600815651,0.18069457163816702,0.01670815260210098,0.36041512961339484,0.07091739810445001,0.21276000529528707,0.20636298775842332,0.17472049451963656,0.09259253978111667,0.05296990683028847,-0.014775121046312735,0.0031091112907024247,0.5208536231884875,0.1688890392409007,0.07667820700961091,0.17617865657613696,0.0682362143992507,-0.08287534942875582,0.4036128961682198,-0.024965391397240286,0.07119008249833511,-0.0014983581891645033,-0.0027835698871649505,-0.0473930940602603,0.07211967441574223,0.14018299828752961,0.5960798550482765,0.5971867504871957,0.5938734472953351,1.0,0.8400407523036483,0.596355119173854,-0.24550563626730856,0.2792941037240835,0.37052990549811415,-0.4160736424165877,0.6798770301046037,0.2801485965793359,0.4856292664501539
exp_span_years,0.131263067844275,0.15860356063508843,0.10939157610787163,0.3444543876393822,0.15407793659705943,0.2049011621519419,0.20115484949765677,0.12913129518288588,0.050107827078946524,0.11532190874230742,0.16686007496014338,-0.004132479622108478,0.2035405690505918,0.06677050358934952,-0.009207784606973243,0.17995229222593453,0.11710021760117456,-0.08470180756897976,0.44993083200438544,-0.08871110744415082,0.024724565457173976,-0.0015628145961997073,-0.002433396835035515,0.08806558320396699,0.06228544446575288,-0.007580989023473202,0.3315834206185878,0.2734276439738266,0.2901336618668496,0.8400407523036483,1.0,0.2824306657573845,-0.05175594848115235,0.46745887762451926,-0.09950533306073678,-0.5504987665895957,0.8185243470904054,0.4409484206839736,0.5077652844668505
exp_n_counter_types,-0.08762622098558998,0.1488285209921485,-0.17620338868125593,0.19904281763247597,-0.07948488153944354,0.22214087272327063,0.06655377134979822,0.08938902964889921,0.029041004620839198,-0.0916426583196359,-0.04604082570014666,-0.006474414583146989,0.925917450391548,0.22231181233325123,0.20316266112897974,0.02998055063287523,0.005533373578311574,-0.045652851306541606,0.20851131007889603,-0.00014037678552903784,0.0015771729181999921,0.0028565193789502354,0.001794052672960766,-0.02085042078871402,0.023732327395562417,0.3828166041643814,0.8320041639272745,0.9332660821770331,0.9167395365616934,0.596355119173854,0.2824306657573845,1.0,-0.026813108626150182,0.14636986374140762,0.6268978924805784,-0.09137381248047016,0.19838805745080706,0.04478617844723438,0.20168081174656272
exp_median_gap_days,0.030322842132957058,0.0597029440632002,0.005614941364741332,0.013880390842092104,0.07176519443320714,0.13170902712575602,-0.036081566389962405,-0.041735652647417604,-0.06009421241517123,0.032518641888376824,0.3885347734018014,-0.013197689237963498,0.0029703733313163495,-0.04962833329373001,-0.026858592824817992,-0.04128235824929453,-0.06704157520100881,-0.015526020569379045,0.1377765769121934,-0.03036178662268117,-0.11078558295833459,-0.0038384330713040152,-0.0025245205825902475,0.23230884832332907,-0.02570380055208135,0.056541722694721526,-0.09917503780345041,-0.11298630805979816,-0.08846988744687725,-0.24550563626730856,-0.05175594848115235,-0.026813108626150182,1.0,0.2402244176107072,-0.4590457876788232,0.06159870821363906,-0.04412728990623957,-0.017668741659024517,-0.04236158585506944
exp_max_gap_days,0.14286979198872143,0.27240890355582864,0.050881646424605714,0.3135146193085591,0.1513413413070088,0.33238616699266577,0.14175045810595757,0.09998917391433751,0.07081749337210275,0.12680643675938022,0.3803795581521172,-0.007845264384467072,0.13156357996961637,0.08475272219807951,0.07405592340569972,0.11342462917851631,-0.000499293653928978,-0.06475454247969753,0.3959530614074976,-0.0926893826736364,0.031499917090885114,-0.00034997612751184445,-0.0026295001236491195,0.413368753272088,0.05030720475973523,0.18908170941847446,0.1785750807728403,0.1395537218429665,0.15219722642295555,0.2792941037240835,0.46745887762451926,0.14636986374140762,0.2402244176107072,1.0,-0.4267728922172744,-0.21255750365863085,0.390801873887859,0.1573989111563246,0.20741365164542852
exp_invoices_per_year,-0.16342553665247714,-0.028212036850673892,-0.1935459924947158,-0.01857805467882997,-0.19759019987032073,-0.04292021875319368,-0.029339243841842146,0.029585011994336902,0.027204145946209266,-0.16387645609221246,-0.4076551797734711,0.013871962464009544,0.6201555680358273,0.0945707712762464,0.12918948371152614,-0.04299911861872548,0.06341990717148162,0.03177693687848781,-0.13079171587859628,0.004580709226807587,0.07921374104626025,0.0005632851146873893,0.00039435854613137887,-0.2694699950383205,0.02008263749135921,0.2111652986270399,0.5373369616076745,0.654534035574068,0.6130342033831117,0.37052990549811415,-0.09950533306073678,0.6268978924805784,-0.4590457876788232,-0.4267728922172744,1.0,0.01669670268477534,-0.09088221444429358,-0.03770623830671242,-0.01214074439088619
